2018-05-30 11:09:11,421 WARN  [SoapUI] Missing folder [D:\workspaces\workspace-jeebiz\workspace-jeebiz-boot-starters\spring-boot-starter-soapui\ext] for external libraries
2018-05-30 11:09:13,108 INFO  [SchemaUtils] Added default schema from file:/E:/Java/.m2/repository/com/eviware/soapui/5.4.0/soapui-5.4.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding.xsd with targetNamespace http://schemas.xmlsoap.org/soap/encoding/
2018-05-30 11:09:13,109 INFO  [SchemaUtils] Added default schema from file:/E:/Java/.m2/repository/com/eviware/soapui/5.4.0/soapui-5.4.0.jar!/com/eviware/soapui/resources/xsds/soapEnvelope12.xsd with targetNamespace http://www.w3.org/2003/05/soap-envelope
2018-05-30 11:09:13,114 INFO  [SchemaUtils] Added default schema from file:/E:/Java/.m2/repository/com/eviware/soapui/5.4.0/soapui-5.4.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding12.xsd with targetNamespace http://www.w3.org/2003/05/soap-encoding
2018-05-30 11:09:20,408 INFO  [SchemaUtils] Loading schema types from [http://www.webxml.com.cn/WebServices/IpAddressSearchWebService.asmx?wsdl]
2018-05-30 11:09:20,408 INFO  [SchemaUtils] Getting schema http://www.webxml.com.cn/WebServices/IpAddressSearchWebService.asmx?wsdl
2018-05-30 11:09:20,734 WARN  [SchemaUtils] Error: jar:file:/E:/Java/.m2/repository/com/eviware/soapui/5.4.0/soapui-5.4.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding12.xsd:0: warning: id-idref-idrefs-entity-entities-notation: For compatibility, type 'ID' should only be used for attributes (used for element 'ID@http://www.w3.org/2003/05/soap-encoding').
2018-05-30 11:09:20,734 WARN  [SchemaUtils] Error: jar:file:/E:/Java/.m2/repository/com/eviware/soapui/5.4.0/soapui-5.4.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding12.xsd:0: warning: id-idref-idrefs-entity-entities-notation: For compatibility, type 'IDREF' should only be used for attributes (used for element 'IDREF@http://www.w3.org/2003/05/soap-encoding').
2018-05-30 11:09:20,734 WARN  [SchemaUtils] Error: jar:file:/E:/Java/.m2/repository/com/eviware/soapui/5.4.0/soapui-5.4.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding12.xsd:0: warning: id-idref-idrefs-entity-entities-notation: For compatibility, type 'ENTITY' should only be used for attributes (used for element 'ENTITY@http://www.w3.org/2003/05/soap-encoding').
2018-05-30 11:09:20,734 WARN  [SchemaUtils] Error: jar:file:/E:/Java/.m2/repository/com/eviware/soapui/5.4.0/soapui-5.4.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding12.xsd:0: warning: id-idref-idrefs-entity-entities-notation: For compatibility, type 'IDREFS' should only be used for attributes (used for element 'IDREFS@http://www.w3.org/2003/05/soap-encoding').
2018-05-30 11:09:20,734 WARN  [SchemaUtils] Error: jar:file:/E:/Java/.m2/repository/com/eviware/soapui/5.4.0/soapui-5.4.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding12.xsd:0: warning: id-idref-idrefs-entity-entities-notation: For compatibility, type 'ENTITIES' should only be used for attributes (used for element 'ENTITIES@http://www.w3.org/2003/05/soap-encoding').
2018-05-30 11:09:20,734 WARN  [SchemaUtils] Error: jar:file:/E:/Java/.m2/repository/com/eviware/soapui/5.4.0/soapui-5.4.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding.xsd:0: warning: id-idref-idrefs-entity-entities-notation: For compatibility, type 'ID' should only be used for attributes (used for element 'ID@http://schemas.xmlsoap.org/soap/encoding/').
2018-05-30 11:09:20,734 WARN  [SchemaUtils] Error: jar:file:/E:/Java/.m2/repository/com/eviware/soapui/5.4.0/soapui-5.4.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding.xsd:0: warning: id-idref-idrefs-entity-entities-notation: For compatibility, type 'IDREF' should only be used for attributes (used for element 'IDREF@http://schemas.xmlsoap.org/soap/encoding/').
2018-05-30 11:09:20,735 WARN  [SchemaUtils] Error: jar:file:/E:/Java/.m2/repository/com/eviware/soapui/5.4.0/soapui-5.4.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding.xsd:0: warning: id-idref-idrefs-entity-entities-notation: For compatibility, type 'ENTITY' should only be used for attributes (used for element 'ENTITY@http://schemas.xmlsoap.org/soap/encoding/').
2018-05-30 11:09:20,735 WARN  [SchemaUtils] Error: jar:file:/E:/Java/.m2/repository/com/eviware/soapui/5.4.0/soapui-5.4.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding.xsd:0: warning: id-idref-idrefs-entity-entities-notation: For compatibility, type 'IDREFS' should only be used for attributes (used for element 'IDREFS@http://schemas.xmlsoap.org/soap/encoding/').
2018-05-30 11:09:20,735 WARN  [SchemaUtils] Error: jar:file:/E:/Java/.m2/repository/com/eviware/soapui/5.4.0/soapui-5.4.0.jar!/com/eviware/soapui/resources/xsds/soapEncoding.xsd:0: warning: id-idref-idrefs-entity-entities-notation: For compatibility, type 'ENTITIES' should only be used for attributes (used for element 'ENTITIES@http://schemas.xmlsoap.org/soap/encoding/').
2018-05-30 11:09:20,741 INFO  [WsdlImporter] Finding importer for {http://WebXml.com.cn/}IpAddressSearchWebServiceSoap
2018-05-30 11:09:20,743 INFO  [WsdlImporter] Importing binding {http://WebXml.com.cn/}IpAddressSearchWebServiceSoap
2018-05-30 11:09:20,755 INFO  [Soap11HttpBindingImporter] importing endpoint http://www.webxml.com.cn/WebServices/IpAddressSearchWebService.asmx
2018-05-30 11:09:20,782 INFO  [Soap11HttpBindingImporter] importing operation getCountryCityByIp
2018-05-30 11:09:20,794 INFO  [Soap11HttpBindingImporter] importing operation getGeoIPContext
2018-05-30 11:09:20,794 INFO  [Soap11HttpBindingImporter] importing operation getVersionTime
2018-05-30 11:09:20,827 INFO  [WsdlImporter] Finding importer for {http://WebXml.com.cn/}IpAddressSearchWebServiceHttpPost
2018-05-30 11:09:20,827 INFO  [WsdlImporter] Missing importer for {http://WebXml.com.cn/}IpAddressSearchWebServiceHttpPost
2018-05-30 11:09:20,827 INFO  [WsdlImporter] Finding importer for {http://WebXml.com.cn/}IpAddressSearchWebServiceHttpGet
2018-05-30 11:09:20,828 INFO  [WsdlImporter] Missing importer for {http://WebXml.com.cn/}IpAddressSearchWebServiceHttpGet
2018-05-30 11:09:20,828 INFO  [WsdlImporter] Finding importer for {http://WebXml.com.cn/}IpAddressSearchWebServiceSoap12
2018-05-30 11:09:20,828 INFO  [WsdlImporter] Importing binding {http://WebXml.com.cn/}IpAddressSearchWebServiceSoap12
2018-05-30 11:09:20,828 INFO  [Soap12HttpBindingImporter] importing endpoint http://www.webxml.com.cn/WebServices/IpAddressSearchWebService.asmx
2018-05-30 11:09:20,828 INFO  [Soap12HttpBindingImporter] importing operation getCountryCityByIp
2018-05-30 11:09:20,829 INFO  [Soap12HttpBindingImporter] importing operation getGeoIPContext
2018-05-30 11:09:20,829 INFO  [Soap12HttpBindingImporter] importing operation getVersionTime
2018-05-30 11:09:20,829 INFO  [WsdlImporter] Finding importer for {http://WebXml.com.cn/}IpAddressSearchWebServiceHttpPost
2018-05-30 11:09:20,829 INFO  [WsdlImporter] Missing importer for {http://WebXml.com.cn/}IpAddressSearchWebServiceHttpPost
2018-05-30 11:09:20,829 INFO  [WsdlImporter] Finding importer for {http://WebXml.com.cn/}IpAddressSearchWebServiceHttpGet
2018-05-30 11:09:20,829 INFO  [WsdlImporter] Missing importer for {http://WebXml.com.cn/}IpAddressSearchWebServiceHttpGet
